"Category","Language","Information_Text"
"اہلیت پی ایچ ڈی کمپیوٹر سائنس ایم فل ایم ایس ڈگری سی جی پی اے فرسٹ ڈویژن یونیورسٹی انٹری ٹیسٹ ساٹھ فیصد نمبر لازمی مقالہ","Urdu_Conversational","پی ایچ ڈی کمپیوٹر سائنس کے لیے امیدوار کا ایم ایس، ایم فل یا مساوی ڈگری میں کم از کم 3.0 سی جی پی اے یا سالانہ نظام میں فرسٹ ڈویژن ہونا ضروری ہے۔ اس کے ساتھ یونیورسٹی آف سرگودھا کا انٹری ٹیسٹ یا ایچ ای سی ہیٹ ٹیسٹ کم از کم 60 فیصد نمبروں سے پاس کرنا لازم ہے۔"
"ایلیجیبلٹی پی ایچ ڈی سی ایس ایم ایس ایم فل منیمم سی جی پی اے فرسٹ ڈیویژن یونیورسٹی انٹری ٹیسٹ ہیٹ جنرل ٹیسٹ مارکس کورس ورک ڈسرٹیشن","Urdu_Literal","پی ایچ ڈی سی ایس کے لیے ایم ایس/ایم فل میں منیمم 3.0 سی جی پی اے یا فرسٹ ڈیویژن ریکوائرڈ ہوتا ہے۔ انٹری ٹیسٹ (ہیٹ جنرل ٹیسٹ ایکوئیلنٹ) میں 60% مارکس ضروری ہیں۔ پروگرام 3 سے 8 ایئرز کا ہوتا ہے۔"
"پی ایچ ڈی کمپیوٹر سائنس سب توں وڈی پڑھائی ایم فل ڈگری اچھے نمبر یونیورسٹی ٹیسٹ پاس ساٹھ فیصد نمبر لازمی کتاب مقالہ","Urdu_Parent_Regional","پی ایچ ڈی کمپیوٹر سائنس دی وڈی ڈگری واسطے ایم فل یا ایم ایس وچوں گھٹ توں گھٹ 3.0 سی جی پی اے ہونا چاہی دا اے، نالے یونیورسٹی دا وڈا انٹری ٹیسٹ ساٹھ فیصد نمبر لے کے پاس کرنا لازمی اے۔"
"اہلیت بی ایس پانچواں سمسٹر لیٹرل انٹری بی اے بی ایس سی اے ڈی پی چودہ سالہ ڈگری کم از کم پینتالیس فیصد نمبر تسلیم شدہ ادارہ","Urdu_Conversational","بی ایس پانچویں سمسٹر (لیٹرل انٹری یعنی تیسرے سال میں داخلے) کے لیے امیدواروں کا بی اے، بی ایس سی، اے ڈی پی یا مساوی 14 سالہ ڈگری میں کم از کم 45 فیصد نمبر حاصل کرنا لازمی ہے۔ یہ ڈگری ایچ ای سی سے منظور شدہ ہونی چاہیے۔"
"ایلیجیبلٹی بی ایس ففتھ سمسٹر لیٹرل انٹری بی اے بی ایس سی اے ڈی پی ڈگری منیمم پینتالیس پرسنٹ مارکس ایچ ای سی ریکگنائزڈ انسٹی ٹیوٹ","Urdu_Literal","بی ایس 5تھ سمسٹر میں ایڈمیشن کے لیے بی اے، بی ایس سی یا اے ڈی پی ڈگری میں منیمم 45% مارکس ہونا ضروری ہیں اور انسٹی ٹیوٹ ایچ ای سی ریکگنائزڈ ہونا چاہیے۔"
"بی ایس پانچواں سمسٹر ڈائریکٹ داخلہ چودہ سالہ پڑھائی بی اے بی ایس سی اے ڈی پی پاس نمبر پینتالیس فیصد ضروری","Urdu_Parent_Regional","بی ایس دے پنجویں سمسٹر وچ سدھے داخلے واسطے (جیہنوں اے ڈی پی توں بعد داخلہ کہندے نیں) بی اے یا اے ڈی پی دی چودہ سالہ پڑھائی وچوں گھٹ توں گھٹ پینتالیس فیصد نمبر ہونا لازمی اے۔"
"اہلیت ایم فل پروگرامز متعلقہ سولہ سالہ ڈگری کم از کم سی جی پی اے سالانہ نظام پچاس فیصد نمبر محکمانہ انٹری ٹیسٹ پاس","Urdu_Conversational","ایم فل پروگرامز میں داخلے کے لیے امیدوار کا متعلقہ 16 سالہ تعلیمی ڈگری میں کم از کم 2.00 سی جی پی اے (یا سالانہ سسٹم میں 50 فیصد نمبر) ہونا اور ڈیپارٹمنٹ کا انٹری ٹیسٹ کامیابی سے پاس کرنا لازمی ہے۔"
"ایلیجیبلٹی ایم فل پروگرامز ریلیونٹ سکسٹین ایئرز ڈگری منیمم سی جی پی اے اینول سسٹم مارکس ڈیپارٹمنٹل انٹری ٹیسٹ پاس","Urdu_Literal","ایم فل کے لیے ریلیونٹ 16 ایئرز ڈگری میں کم از کم 2.00 سی جی پی اے یا 50% مارکس ہونا چاہئیں، اور ساتھ میں ڈیپارٹمنٹل انٹری ٹیسٹ پاس کرنا لازمی ہے۔"
"ایم فل داخلہ سولہ سالہ تعلیم بی اے بی ایس سی ڈگری نمبر یونیورسٹی ٹیسٹ پاس کرنا لازمی شرط","Urdu_Parent_Regional","ایم فل دی پڑھائی واسطے سولہ سالہ بی ایس ڈگری وچوں کم از کم دو سی جی پی اے ہونا چاہی دا اے تے نالے شعبے دا انٹری ٹیسٹ پاس کرنا وی لازمی اے۔"
"اہلیت پی ایچ ڈی پروگرامز ایم ایس ایم فل ڈگری کم از کم سی جی پی اے یونیورسٹی انٹری ٹیسٹ ساٹھ فیصد نمبر لازمی","Urdu_Conversational","پی ایچ ڈی پروگراموں کے امیدواروں کے لیے ایم ایس یا ایم فل کی ڈگری میں کم از کم 3.00 سی جی پی اے حاصل کرنا اور یونیورسٹی کا انٹری ٹیسٹ کم از کم 60 فیصد نمبروں کے ساتھ پاس کرنا لازمی ہے۔"
"ایلیجیبلٹی پی ایچ ڈی پروگرامز ایم ایس ایم فل منیمم سی جی پی اے یونیورسٹی انٹری ٹیسٹ مارکس ریکوائرڈ","Urdu_Literal","پی ایچ ڈی کے لیے ایم ایس یا ایم فل میں منیمم 3.00 سی جی پی اے ہونا چاہیے اور یونیورسٹی انٹری ٹیسٹ میں 60% مارکس لینا ضروری ہے۔"
"پی ایچ ڈی وڈی ڈگری ایم فل پاس نمبر یونیورسٹی انٹری ٹیسٹ ساٹھ فیصد لازمی پاس رول","Urdu_Parent_Regional","پی ایچ ڈی وچ داخلہ اوہدوں ای ملسی جڈوں ایم فل وچ تہاڈا تلویں توں تلواں 3.00 سی جی پی اے ہووے تے یونیورسٹی دا ٹیسٹ وی ساٹھ فیصد نمبر لے کے پاس کیتا ہووے۔"
"عمر کی حد پالیسی انڈرگریجویٹ پروگرامز آخری حد چوبیس سال وائس چانسلر خاص رعایت اختیار","Urdu_Conversational","انڈرگریجویٹ ڈگری پروگراموں میں داخلے کے لیے امیدوار کی زیادہ سے زیادہ عمر 24 سال ہونی چاہیے۔ تاہم، خصوصی کیسز میں وائس چانسلر کی جانب سے عمر کی حد میں رعایت دی جا سکتی ہے۔"
"ایج لیمیٹ پالیسی انڈرگریجویٹ پروگرامز میکسیمم ایج ٹوئنٹی فور ایئرز اسپیشل کیسز وائس چانسلر ایج ریلیکسیشن","Urdu_Literal","انڈرگریجویٹ پروگرامز کے لیے میکسیمم ایج لیمیٹ 24 سال ہے، لیکن اسپیشل کیسز میں وائس چانسلر ایج ریلیکسیشن دے سکتے ہیں۔"
"عمر دی حد پالیسی داخلہ چوبیس سال آخری عمر وائس چانسلر وڈا صاحب رعایت دے سکدا اے","Urdu_Parent_Regional","یونیورسٹی وچ داخلے واسطے بال دی عمر وڈے توں وڈی چوبیس سال ہونی چاہی دی اے، پر جے کوئی خاص وجہ ہووے تے یونیورسٹی دا وڈا صاحب (وائس چانسلر) عمر وچ تھوڑی رعایت دے سکدا اے۔"
