"Category","Language","Information_Text"
"یونیورسٹی کمپیوٹر پورٹل دو لسٹاں ماسٹر میرٹ لسٹ سارے ناں نمبر فائنل میرٹ لسٹ سیٹاں بندے شارٹ لسٹڈ","Urdu_Parent_Regional","یونیورسٹی دے پورٹل تے دو طرح دیاں لسٹاں ہوندیاں نیں۔ اک ماسٹر میرٹ لسٹ ہوندی اے جیدے وچ فارم بھرن والے سارے بالاں دے ناں تے اوناں دا میرٹ نمبر ہوندا اے، تے دوجی فائنل میرٹ لسٹ ہوندی اے جیدے وچ سیٹاں دے حساب نال چنے گئے سٹوڈنٹس دے ناں ہوندے نیں۔"
"پہلی لسٹ نام میرٹ پوزیشن ٹریک میرٹ نمبر اگلی لسٹ چانسز اندازہ","Urdu_Conversational","اگر پہلی لسٹوں میں آپ کا نام نہ آئے، تو آپ ماسٹر میرٹ لسٹ اور عام میرٹ لسٹ دونوں کی مدد سے اپنا میرٹ نمبر دیکھ کر اندازہ لگا سکتے ہیں کہ اگلی لسٹ میں نام آنے کے کتنے چانسز ہیں۔"
"کینڈیڈیٹس پوزیشن ماسٹر میرٹ لسٹ میرٹ لسٹ ٹریک نام کرنٹ لسٹ نہیں","Urdu_Literal","کینڈیڈیٹس اپنی پوزیشن ماسٹر میرٹ لسٹ اور میرٹ لسٹ دونوں سے ٹریک کر سکتے ہیں اگر نام کرنٹ لسٹ میں نہ ہو۔"
"پہلی لسٹاں ناں میرٹ نمبر چیک اگلی لسٹ ناں آون چانس کتنے امید","Urdu_Parent_Regional","جے پہلی لسٹاں وچ تہاڈا ناں نہ آوے، تے تسی ماسٹر میرٹ لسٹ تے دوجی لسٹ توں اپنا میرٹ نمبر دیکھ کے اندازہ لا سکدے او کہ اگلی لسٹ وچ ناں آون دے کتنے موقعے نیں"
"ایک سے زیادہ میرٹ لسٹ نام احتیاط انتخاب فیس مائیگریشن ٹرانسفر مسائل پروگرام سلیکٹ","Urdu_Conversational","اگر کسی امیدوار کا نام ایک سے زیادہ میرٹ لسٹوں میں آ جائے، تو اسے بہت احتیاط سے کسی ایک پروگرام کا انتخاب کرنا چاہیے تاکہ بعد میں فیس یا مائیگریشن ٹرانسفر کے مسائل پیدا نہ ہوں۔"
"ملٹی پل پروگرامز نام کیئرفلی ایک پروگرام سلیکٹ ٹرانسفر ایشوز مائیگریشن پرابلم","Urdu_Literal","اگر ملٹی پل پروگرامز میں نام آ جائے تو کیئرفلی ایک پروگرام سلیکٹ کرنا ہوتا ہے تاکہ ٹرانسفر ایشوز نہ ہوں۔"
"اک توں زیادہ لسٹاں ناں احتیاط نال اک شعبہ چننا فیس مائیگریشن بدلی رولے ریمنڈر","Urdu_Parent_Regional","جے کسے بال دا ناں اک توں زیادہ میرٹ لسٹاں وچ آ جاوے، تے اوہنوں دھیان نال کسے اک پروگرام نوں چننا چاہی دا اے تاکہ بعد وچ فیس یا مائیگریشن بدلی دے رولے نہ بنن۔"
"مبارکباد داخلہ میرٹ لسٹ سلیکشن نام فوری متعلقہ ڈیپارٹمنٹ اگلے مراحل تعلیمی سال","Urdu_Conversational","اگر میرٹ لسٹ میں آپ کا نام آ گیا ہے تو آپ کو بہت مبارک ہو! اب آپ کو داخلے کے اگلے مراحل مکمل کرنے کے لیے فوری طور پر اپنے متعلقہ ڈیپارٹمنٹ جانا ہوگا۔"
"نام میرٹ لسٹ کانگریچولیشنز نیکسٹ سٹیپ ڈیپارٹمنٹ وزٹ فائنل پروسیس","Urdu_Literal","اگر نام میرٹ لسٹ میں ہو تو کانگریچولیشنز، نیکسٹ سٹیپ کے لیے ڈیپارٹمنٹ وزٹ کرنا ہوتا ہے۔"
"میرٹ لسٹ ناں آگیا مبارکاں داخلہ اگلے سٹیپ فوری شعبے جاؤ کامیابی","Urdu_Parent_Regional","جے میرٹ لسٹ وچ تہاڈا ناں آ گیا اے تے تانوں بہت بہت مبارکاں! ہن داخلے دے اگلے کماں واسطے فوری طور تے اپنے شعبے (ڈیپارٹمنٹ) پہنچو۔"
"ڈیپارٹمنٹ وزٹ اصل تعلیمی سرٹیفکیٹس شناختی کارڈ بی فارم اینٹری ٹیسٹ رزلٹ سمسٹر داخلہ فیس","Urdu_Conversational","ڈیپارٹمنٹ جاتے وقت اپنے ساتھ تمام اصل تعلیمی سرٹیفکیٹس، شناختی کارڈ یا بی فارم، اینٹری ٹیسٹ کا رزلٹ اگر ضروری ہو، اور پہلے سمسٹر کی داخلہ فیس لازمی ساتھ لے کر جائیں۔"
"ڈیپارٹمنٹ وزٹ اوریجنل ڈاکومنٹس سی این آئی سی بی فارم ٹیسٹ رزلٹس فرسٹ سمسٹر فیس ریکوائرڈ","Urdu_Literal","ڈیپارٹمنٹ وزٹ کے لیے اوریجنل ڈاکومنٹس، سی این آئی سی یا بی فارم، ٹیسٹ رزلٹس اور فرسٹ سمسٹر فیس ریکوائرڈ ہوتی ہے۔"
"شعبے جاون ویلے اصلی تعلیمی کاغذات شناختی کارڈ بی فارم ٹیسٹ رزلٹ پہلے سمسٹر فیس نال لانا","Urdu_Parent_Regional","شعبے جاندیاں ہویاں اپنے نال سارے اصلی تعلیمی کاغذات، شناختی کارڈ یا بی فارم، ٹیسٹ رزلٹ جے ضروری ہووے، تے پہلے سمسٹر دی فیس لازمی نال لے کے جاؤ۔"
"ڈگری پروگرام مقرر کردہ فوکل پرسن اصل کاغذات دستاویزات تصدیق ڈیپارٹمنٹ ملیں","Urdu_Conversational","ڈیپارٹمنٹ پہنچ کر اپنے ڈگری پروگرام کے مقرر کردہ فوکل پرسن سے ملیں تاکہ وہ آپ کے لائے گئے اصل کاغذات کی تصدیق کر سکے۔"
"فوکل پرسن مل کر ڈاکومنٹس ویریفائی ڈیپارٹمنٹ وزٹ کنفرمیشن","Urdu_Literal","فوکل پرسن سے مل کر ڈاکومنٹس ویریفائی کروائے جاتے ہیں۔"
"شعبے پہنچ فوکل پرسن بندہ ملنا اصلی کاغذات پکی تصدیق کرانا رول","Urdu_Parent_Regional","ڈیپارٹمنٹ جا کے اپنے ڈگری پروگرام دے فوکل پرسن نوں ملو تاکہ اوہ تہاڈے اصلی کاغذات دی پکی تصدیق کر دیوے۔"
"کامیاب تصدیق ڈاکومنٹس پہلے سمسٹر فیس واؤچر جاری آفیشل واؤچر اکاؤنٹ سیکشن","Urdu_Conversational","جب فوکل پرسن آپ کے تمام ڈاکومنٹس کی کامیابی سے تصدیق کر لے گا، تو وہ آپ کو پہلے سمسٹر کی فیس کا آفیشل واؤچر جاری کر دے گا۔"
"ویریفیکیشن فیس واؤچر ایشو فرسٹ سمسٹر فیشل چالان پروسیس","Urdu_Literal","ویریفیکیشن کے بعد فیس واؤچر ایشو کیا جاتا ہے۔"
"کاغذات تصدیق توں بعد پہلے سمسٹر فیس واؤچر جاری چالان ملنا فیس واؤچر","Urdu_Parent_Regional","جڈوں فوکل پرسن تہاڈے کاغذات تصدیق کر لوے گا، اوہ تانوں پہلے سمسٹر دی فیس دا سرکاری واؤچر کڈ کے دے دیوے گا۔"
"فیس واؤچر آخری تاریخ میرٹ لسٹ نوٹس لازمی جمع جلدی ادائیگی شیڈول برانچ","Urdu_Conversational","فیس واؤچر پر یا میرٹ لسٹ کے نوٹس میں جو آخری تاریخ لکھی ہو، اس سے پہلے فیس جمع کروانا لازمی ہے، اور بہتر یہی ہوتا ہے کہ آپ جتنی جلدی ہو سکے فیس ادا کر دیں۔"
"فیس واؤچر ٹائم پر پے ارلی پیمنٹ ریکومینڈڈ ڈیڈ لائن لاسٹ ڈیٹ شیڈول","Urdu_Literal","فیس واؤچر ٹائم پر پے کرنا ہوتا ہے، ارلی پیمنٹ ریکومینڈڈ ہے۔"
"فیس چالان آخری تاریخ توں پہلے پیسے تارنا لازمی جتنا جلدی ہووے فیس جمع کرنا","Urdu_Parent_Regional","چالان تے جیہڑی آخری تاریخ لکھی اے اوہدے توں پہلے پہلے پیسے تارنا لازمی اے، بلکہ چنگا ایہو اے کہ بندہ جتنا جلدی ہو سکے فیس جمع کرا دیوے۔"
"سمسٹر فیس حبیب بینک موبائل ایپ آن لائن بینکنگ برانچ ایچ بی ایل کنیکٹ ایجنٹس جمع","Urdu_Conversational","سمسٹر فیس آپ ایچ بی ایل یعنی حبیب بینک کی موبائل ایپ، آن لائن بینکنگ، کسی بھی ایچ بی ایل برانچ میں جا کر یا ایچ بی ایل کنیکٹ کے ایجنٹس کے ذریعے آسانی سے جمع کروا سکتے ہیں۔"
"فیس ایچ بی ایل ایپ آن لائن بینکنگ برانچ ایجنٹس تھرو پے اکاؤنٹ ٹرانسفر چالان","Urdu_Literal","فیس ایچ بی ایل ایپ، آن لائن بینکنگ، برانچ یا ایجنٹس کے تھرو پے کی جا سکتی ہے۔"
"سمسٹر فیس ایچ بی ایل موبائل ایپ بینک برانچ ایچ بی ایل کنیکٹ دکان ایجنٹ پیسے تارو","Urdu_Parent_Regional","سمسٹر دی فیس تسی ایچ بی ایل بینک دی موبائل ایپ، انٹرنیٹ بینکنگ، بینک دی کسے وی برانچ جا کے یا ایچ بی ایل کنیکٹ والے دکانداراں توں آسانی نال تار سکدے او۔"
"فیس ادائیگی مکمل فائل ڈیپارٹمنٹ جمع آن لائن فارم تعلیمی اسناد شناختی کارڈ تصاویر رسید حلف نامے","Urdu_Conversational","فیس جمع کروانے کے بعد سٹوڈنٹس کو ڈیپارٹمنٹ میں ایک مکمل فائل جمع کرانی ہوتی ہے جس میں آن لائن فارم، تعلیمی اسناد، شناختی کارڈ کی کاپی، ٹیسٹ رزلٹ، پاسپورٹ سائز تصاویر، پیڈ فیس واؤچر کی رسید اور ضروری حلف نامے شامل ہوتے ہیں۔"
"فیس پیمنٹ کمپلیٹ ڈاکومنٹس فائل سبمٹ ایپلیکیشن فارم سی این آئی سی اکیڈمک ریکارڈز فوٹوز فیس چالان","Urdu_Literal","فیس پیمنٹ کے بعد کمپلیٹ ڈاکومنٹس فائل سبمٹ کرنی ہوتی ہے جس میں ایپلیکیشن فارم, سی این آئی سی، اکیڈمک ریکارڈز، فوٹوز اور فیس چالان ہوتا ہے۔"
"پیسے تارن توں بعد مکمل کاغذات فائل شعبے جمع فارم شناختی کارڈ فوٹو رسید اقرار نامہ جمع کرنا","Urdu_Parent_Regional","فیس جمع کران توں بعد سٹوڈنٹ نوں ڈیپارٹمنٹ وچ اک پوری فائل بنا کے دینی پیندی اے، جیدے وچ آن لائن فارم، تعلیمی کاپیاں، شناختی کارڈ، پاسپورٹ فوٹواں تے بینک دی پیڈ رسید نال لانی ہوندی اے۔"
"دستاویزات ترتیب اے فور سائز فائل کور یونیورسٹی پالیسی حلف نامے سفید کاغذ پرنٹ اسٹامپ پیپر ضرورت نہیں","Urdu_Conversational","یہ تمام دستاویزات آپ کو اے فور سائز کے فائل کور میں ترتیب سے لگانی ہوں گی، اور یونیورسٹی پالیسی کے مطابق حلف نامے یا ایفی ڈیوٹ عام سفید کاغذ پر بھی پرنٹ کر کے جمع کرائے جا سکتے ہیں، اس کے لیے اسٹامپ پیپر کی ضرورت نہیں ہے۔"
"ڈاکومنٹس اے فور فائل ارینج ایفی ڈیوٹس وائٹ پیپر سبمٹ نو اسٹامپ پیپر ریکوائرڈ","Urdu_Literal","ڈاکومنٹس اے فور فائل میں ارینج ہوتے ہیں اور ایفی ڈیوٹس وائٹ پیپر پر سبمٹ کیے جا سکتے ہیں۔"
"سارے کاغذات اے فور سائز فائل ترتیب نال لگانا حلف نامہ چٹا سفید کاغذ پرنٹ اسٹامپ پیپر لوڑ نہیں","Urdu_Parent_Regional","اہ سارے کاغذات تسی اے فور سائز دی فائل وچ ترتیب نال لگانے نیں، تے یونیورسٹی دی پالیسی دے مطابق حلف نامہ عام چٹے سفید کاغذ تے وی پرنٹ کرا کے جمع کرایا جا سکدا اے، کسے اسٹامپ پیپر دی لوڑ نہیں اے۔"
