"Category","Language","Information_Text"
"فارم ڈی فارمیسی پروگرام ریگولر سمسٹر فیس اپروکس رینج","Urdu_Literal","فارم ڈی پروگرام کے ریگولر سیشن کی سمسٹر فیس اپروکسی میٹلی 40,000 سے 50,000 روپے کے درمیان ہوتی ہے۔"
"ڈاکٹری فیس فارمیسی فارم ڈی دوائیاں کورس سمسٹر خرچہ","Urdu_Parent_Regional","فارم ڈی یعنی دوائیاں بنانے والا جڑا فارمیسی دا کورس اے، اوہدی صبح دے داخلے دی اک سمسٹر دی فیس کوئی 40,000 توں 50,000 روپے تک ہوندی اے"
"ایم فل پی ایچ ڈی فیس ریسرچ تھیسس اعلی تعلیم اخراجات","Urdu_Conversational","ایم فل اور پی ایچ ڈی پروگراموں کی فی سمسٹر فیس پینتالیس ہزار سے ساٹھ ہزار روپے تک ہے، تاہم اس میں ریسرچ اور تھیسس کی جانچ کے اخراجات شامل نہیں ہیں۔"
"ایم فل پی ایچ ڈی پروگرام سمسٹر فیس ریسرچ تھیسس چارجز ایکسٹرا","Urdu_Literal","ایم فل اور پی ایچ ڈی پروگرامز کی سمسٹر فیس 45,000 سے 60,000 روپے تک ہوتی ہے، اور ریسرچ اور تھیسس کے چارجز اس کے علاوہ ہوتے ہیں۔"
"ایم فل پی ایچ ڈی وڈی پڑھائی فیس ریسرچ تھیسس کتاباں خرچہ","Urdu_Parent_Regional","ایم فل تے پی ایچ ڈی ورگی وڈی پڑھائی دی اک سمسٹر دی فیس 45,000 توں 60,000 روپے تک اے، پر جڑا ریسرچ تے تھیسس دا خرچہ اے اوہ وکھرا دینا پیندا اے"
"ہاسٹل فیس رہائش اخراجات میس چارجز سمسٹر واجبات","Urdu_Conversational","ہاسٹل کے واجبات تعلیمی فیس سے الگ وصول کیے جاتے ہیں، جو کہ کھانے پینے کے اخراجات کے علاوہ تقریباً پندرہ ہزار سے بیس ہزار روپے فی سمسٹر بنتے ہیں۔"
"ہاسٹل ڈیوز چارجز سیپریٹلی سمسٹر فیس میس چارجز ایکسلوڈڈ","Urdu_Literal","ہاسٹل کے ڈیوز بالکل الگ سے چارج کیے جاتے ہیں جو کہ میس چارجز کے علاوہ پر سمسٹر تقریباً 15,000 سے 20,000 روپے ہوتے ہیں۔"
"ہاسٹل رہائش خرچہ کمرہ فیس روٹی خرچ وکھرا سمسٹر","Urdu_Parent_Regional","یونیورسٹی دے اندر ہاسٹل وچ رہن دا خرچہ وکھرا ہوندا اے، روٹی دے پیسے چھڈ کے ہاسٹل دا اک سمسٹر دا کرایہ کوئی 15,000 توں 20,000 روپے تیکر اے"
"پہلا سمسٹر داخلہ فیس رجسٹریشن سیکیورٹی ون ٹائم چارجز","Urdu_Conversational","پہلے سمسٹر میں داخلے کے وقت طلباء کو باقاعدہ تعلیمی فیس کے ساتھ ساتھ رجسٹریشن فیس، ایڈمیشن فیس اور سیکیورٹی فیس بھی ادا کرنی ہوتی ہے جو صرف ایک بار لی جاتی ہے۔"
"فرسٹ سمسٹر ٹیوشن فیس ون ٹائم ایڈمیشن رجسٹریشن سیکیورٹی فیس","Urdu_Literal","فرسٹ سمسٹر میں ٹیوشن فیس کے ساتھ ون ٹائم ایڈمیشن فیس، رجسٹریشن فیس اور سیکیورٹی فیس بھی پے کرنی پڑتی ہے۔"
"پہلا داخلہ فیس رجسٹریشن سیکیورٹی پہلی واری خرچہ پکا","Urdu_Parent_Regional","جب بچے دا پہلی واری یونیورسٹی وچ داخلہ ہوندا اے ناں، تے پہلی فیس دے نال داخلہ فیس، رجسٹریشن تے ضمانت (سیکیورٹی) دے پیسے پہلی وار وکھرے دینے ہوندے نیں"
"فیس قسطیں سہولت پراسیسنگ فیس درخواست","Urdu_Conversational","اگر کوئی طالب علم مالی مشکلات کی وجہ سے فیس اقساط میں ادا کرنا چاہتا ہے تو اسے 500 روپے پراسیسنگ فیس کے ساتھ متعلقہ چیئرپرسن کو درخواست دینی ہوتی ہے، جس کے بعد کمیٹی فیصلہ کرتی ہے۔"
"فیس انسٹالمنٹ پالیسی پراسیسنگ فیس ایپلیکیشن سبمشن","Urdu_Literal","فیس انسٹالمنٹس کے لیے 500 روپے پراسیسنگ فیس کے ساتھ متعلقہ ڈیپارٹمنٹ کے چیئرپرسن کو ایپلیکیشن دینی پڑتی ہے۔"
"فیس قسطاں کروانا درخواست پیسے جمع کروانا","Urdu_Parent_Regional","جے فیس اکٹھی نہیں دے سکدے تے 500 روپیہ فیس دے کے چیئرپرسن نوں درخواست دینی پیندی اے، فیر یونیورسٹی دی کمیٹی فیصلہ کردی اے کہ قسطاں کر دتیاں جان یا نہیں۔"
