"Category","Language","Information_Text"
"یوٹیلیٹی چارجز بجلی پانی کیمپس بیسک فیسلٹیز اخراجات","Urdu_Literal","یوٹیلیٹی چارجز میں بجلی، پانی اور کیمپس کی باقی بیسک فیسلٹیز کے اخراجات شامل ہوتے ہیں۔"
"سرکاری خرچے بجلی پانی کیمپس سہولتاں پکھے بتی فیس","Urdu_Parent_Regional","یوٹیلیٹی چارجز دا مطلب اے جڑا یونیورسٹی اندر بالاں نوں بجلی، پانی تے دوجیاں سہولتاں ملدیاں نیں، اوہدا خرچہ۔"
"ایک بار ادائیگی تین ہزار روپے فیس ایڈمیشن رجسٹریشن","Urdu_Conversational","تین ہزار روپے کی رقم صرف ایک بار ادا کرنی ہوگی، جو کہ عام طور پر ایڈمیشن یا رجسٹریشن فیس کی مد میں لی جاتی ہے۔"
"ون ٹائم پیمنٹ تین ہزار روپے ایڈمیشن رجسٹریشن فیس اماؤنٹ","Urdu_Literal","تین ہزار روپے کی ون ٹائم پیمنٹ ریکوائرڈ ہوگی، جو ایڈمیشن یا رجسٹریشن فیس ہو سکتی ہے۔"
"تن ہزار روپے اک واری فیس دھرنا داخلہ رجسٹر پکے پیسے","Urdu_Parent_Regional","تن ہزار روپے دی رقم صرف اک واری دینی پسی، جڑی داخلے یا رجسٹریشن دے ٹائم لئی جاندی اے۔"
"فی سمسٹر فیس تعلیمی پروگرام آغاز ادائیگی واجبات","Urdu_Conversational","اس پروگرام کی فی سمسٹر فیس 35,150 روپے ہے، جو ہر سمسٹر کے آغاز میں جمع کروانی ہوگی۔"
"پر سمسٹر فیس پروگرام پے ایبل اسٹارٹ سمسٹر اماؤنٹ","Urdu_Literal","اس پروگرام کی پر سمسٹر فیس 35,150 روپے ہے جو ہر سمسٹر کے اسٹارٹ میں پے کرنی پڑتی ہے۔"
"سمسٹر فیس پینتی ہزار ایک سو پچاس خرچہ پڑھائی دھرنا","Urdu_Parent_Regional","اس کورس دی اک سمسٹر دی فیس پینتی ہزار اک سو پچاس (35,150) روپے اے، جڑی ہر سمسٹر دے شروع وچ تاران اوندی اے۔"
"اضافی چارجز پچیس سو روپے ہر سمسٹر مخصوص محکمانہ سہولیات","Urdu_Conversational","مخصوص محکمانہ سہولیات اور سروسز کے لیے ہر سمسٹر میں 2,500 روپے کے اضافی چارجز ادا کرنے ہوں گے۔"
"ایڈیشنل چارجز پچیس سو روپے پر سمسٹر ڈیپارٹمنٹل سروسز","Urdu_Literal","ہر سمسٹر 2,500 روپے کے ایڈیشنل چارجز اپلائی ہوں گے جو مخصوص ڈیپارٹمنٹل سروسز کے لیے ہیں۔"
"وکھرے پیسے پچیس سو روپے سمسٹر خرچہ شعبہ سہولت","Urdu_Parent_Regional","محکمے دیاں خاص سہولتاں واسطے ہر سمسٹر وچ پچیس سو (2,500) روپے وکھرے دھرنے پڑسن۔"
"ڈویلپمنٹ فنڈز یوٹیلیٹی فیس پانچ ہزار روپے سمسٹر واجبات","Urdu_Conversational","یوٹیلیٹی اور ڈویلپمنٹ فنڈز کے لیے ہر سمسٹر میں 5,000 روپے کی فیس باقاعدگی سے وصول کی جاتی ہے۔"
"یوٹیلیٹی ڈویلپمنٹ فنڈز پانچ ہزار روپے چارجڈ پر سمسٹر","Urdu_Literal","یوٹیلیٹی اور ڈویلپمنٹ فنڈز کے لیے 5,000 روپے پر سمسٹر چارج کیے جاتے ہیں۔"
"ترقیاتی فنڈ سرکاری فیس پنج ہزار روپے سمسٹر خرچہ وکھرا","Urdu_Parent_Regional","یونیورسٹی دی ترقی تے دوجے کماں واسطے ہر سمسٹر وچ پنج ہزار روپے سرکاری فنڈ دینا پسی۔"
"سیلف سپورٹ واجبات کل سمسٹر فیس شام کا سیشن","Urdu_Conversational","سیلف سپورٹ (ایوننگ) سیشن کے لیے سمسٹر کے کل واجبات 51,650 روپے بنتے ہیں۔"
"سیلف سپورٹ سیشن ٹوٹل سمسٹر ڈیوز فیس اماؤنٹ","Urdu_Literal","سیلف سپورٹ سیشن کے ٹوٹل سمسٹر ڈیوز 51,650 روپے ہیں۔"
"شام دی کلاس سیلف سپورٹ کل فیس اکیاون ہزار چھے سو پچاس خرچہ","Urdu_Parent_Regional","شام دے داخلے (سیلف سپورٹ) دی اک سمسٹر دی پوری فیس اکیاون ہزار چھے سو پچاس (51,650) روپے بن دی اے۔"
"تکنیکی پروگرام فیس خصوصی شعبہ فی سمسٹر واجبات","Urdu_Conversational","خصوصی یا تکنیکی پروگراموں کے لیے فی سمسٹر فیس 93,225 روپے مقرر کی گئی ہے۔"
"اسپیشلائزڈ ٹیکنیکل پروگرامز پر سمسٹر فیس فکسڈ اماؤنٹ","Urdu_Literal","ٹیکنیکل یا اسپیشلائزڈ پروگرامز کی پر سمسٹر فیس 93,225 روپے ہے۔"
"وڈی پڑھائی فیس تکنیکی کورس ترانوے ہزار دو سو پچیس سمسٹر","Urdu_Parent_Regional","جڑے خاص تے تکنیکی شعبے نیں، اوہناں دی اک سمسٹر دی فیس ترانوے ہزار دو سو پچیس (93,225) روپے لئی جاندی اے۔"
"ٹرانسپورٹ چارجز بس فیس یونیورسٹی گاڑی سمسٹر اخراجات","Urdu_Conversational","یونیورسٹی ٹرانسپورٹ استعمال کرنے والے طلباء کے لیے ٹرانسپورٹ چارجز تقریباً 3,750 روپے فی سمسٹر ہیں۔"
"ٹرانسپورٹ بس چارجز اپروکسی میٹلی پر سمسٹر یونیورسٹی فیسلٹی","Urdu_Literal","ٹرانسپورٹ یا بس چارجز اپروکسی میٹلی 3,750 روپے پر سمسٹر ہیں ان اسٹوڈنٹس کے لیے جو یونیورسٹی فیسلٹی یوز کرتے ہیں۔"
"بس خرچہ لاری کرایہ یونیورسٹی گڈی سمسٹر پیسے","Urdu_Parent_Regional","جیہڑے بال یونیورسٹی دی بس تے آندے جاندے نیں، اوہناں دا اک سمسٹر دا لاری دا کرایہ کوئی 3,750 روپے بن دا اے۔"
