"Category","Language","Information_Text"
"یو ایس ایڈ نیڈ بیسڈ اسکالرشپ بین الاقوامی مالی معاونت","Urdu_Conversational","یو ایس ایڈ (USAID) نیڈ بیسڈ اسکالرشپ منتخب تعلیمی شعبوں میں مستحق طلباء کو بین الاقوامی سطح پر مالی معاونت فراہم کرتی ہے۔"
"یو ایس ایڈ نیڈ بیسڈ اسکالرشپ فنانشل نیڈ اسپیشل فیلڈز","Urdu_Literal","USAID اسکالرشپ ان اسٹوڈنٹس کے لیے ہوتی ہے جو سلیکٹڈ فیلڈز میں اسٹڈی کر رہے ہوتے ہیں اور فنانشل نیڈ ہوتی ہے۔"
"امریکہ ولوں وظیفہ خاص کورس غریب بچیاں لئی مدد","Urdu_Parent_Regional","اے باہرلے ملک (امریکی) ولوں وظیفہ ہوندا اے، جیہڑا خاص شعبیاں دے غریب بچیاں نوں پڑھائی لئی ملدا اے۔"
"دیا پاکستان فاؤنڈیشن اسکالرشپ کم آمدنی نجی مدد","Urdu_Conversational","دیا پاکستان فاؤنڈیشن اسکالرشپ ایک نجی ادارہ ہے جو کم آمدنی والے مستحق طلباء کو مالی مدد فراہم کرتا ہے۔"
"دیا پاکستان فاؤنڈیشن اسکالرشپ پرائیویٹ فنانشل سپورٹ","Urdu_Literal","دیا پاکستان فاؤنڈیشن اسکالرشپ لو-انکم اور ڈیزرونگ اسٹوڈنٹس کو پرائیویٹ سپورٹ پرووائیڈ کرتی ہے۔"
"پرائیویٹ وظیفہ غریب بچیاں لئی پڑھائی دا خرچہ گھر دی کمائی گھٹ","Urdu_Parent_Regional","اے اک پرائیویٹ (نجی) ادارہ اے جیہڑا غریب بچیاں نوں پڑھائی لئی پیسے دیندا اے۔"
"فوجی فاؤنڈیشن اسکالرشپ مسلح افواج بچوں کی تعلیم","Urdu_Conversational","فوجی فاؤنڈیشن اسکالرشپ مسلح افواج کے حاضر سروس اور ریٹائرڈ اہلکاروں کے بچوں کو تعلیم کے حصول میں معاونت کے لیے دی جاتی ہے۔"
"فوجی فاؤنڈیشن اسکالرشپ آرمڈ فورسز ایجوکیشن سپورٹ","Urdu_Literal","فوجی فاؤنڈیشن اسکالرشپ آرمڈ فورسز کے چلڈرن کے لیے ایجوکیشن سپورٹ پرووائیڈ کرتی ہے۔"
"فوجی بچیاں دا وظیفہ آرمی بندیاں دی اولاد لئی پڑھائی مدد","Urdu_Parent_Regional","اے وظیفہ آرمی (فوج) دے ریٹائرڈ یا حاضر سروس بندیاں دے بچیاں لئی ہوندا اے تاں جے اوہ پڑھائی جاری رکھ سکن۔"
"اقلیتی طلباء اسکالرشپ غیر مسلم میرٹ ضرورت","Urdu_Conversational","اقلیتی طلباء کے لیے اسکالرشپ پروگرام، غیر مسلم طلباء کو میرٹ اور مالی ضرورت کی بنیاد پر مالی معاونت فراہم کرتا ہے۔"
"مینارٹی اسٹوڈنٹس اسکالرشپ نان مسلم میرٹ نیڈ فنانشل سپورٹ","Urdu_Literal","مینارٹی اسٹوڈنٹس اسکالرشپ نان-مسلم اسٹوڈنٹس کو میرٹ اور نیڈ کے بیسز پر فنانشل سپورٹ دیتی ہے۔"
"اقلیت والے بچیاں دا وظیفہ غیر مسلم بچیاں دی پڑھائی مدد","Urdu_Parent_Regional","اے غیر مسلم بچیاں لئی وظیفہ اے جیہڑا اوہناں دی پڑھائی دے خرچیاں لئی دتا جاندا اے۔"
"معذور طلباء اسکالرشپ خصوصی ضرورت مالی معاونت","Urdu_Conversational","معذور طلباء کے لیے مخصوص اسکالرشپ، انہیں تعلیم جاری رکھنے کے لیے مالی معاونت اور سہولت فراہم کرتی ہے۔"
"ڈس ایبلڈ اسٹوڈنٹس اسکالرشپ اسپیشل نیڈز فنانشل ہیلپ","Urdu_Literal","ڈس ایبلڈ اسٹوڈنٹس اسکالرشپ اسپیشل نیڈز اسٹوڈنٹس کو ایجوکیشن کنٹینیو کرنے کے لیے فنانشل ہیلپ دیتی ہے۔"
"خاص لوڑ والے بچیاں دا وظیفہ جسمانی تکلیف پڑھائی مدد","Urdu_Parent_Regional","جیہڑے بچیاں نوں جسمانی تکلیف ہووے، اوہناں دی پڑھائی جاری رکھن لئی حکومت خاص وظیفہ دیندی اے۔"
